"","X","r_stele","radius","CF","OneC","nX","X_size","aerenchyma","TCA","Accession","id","rep","kr1_new","kr2_new","kr3_new","Kr1","Kr2","Kr3","Kx"
"149",149,0.325572099694065,0.608697550116585,10.3,0.0274879078080116,10.7438792899042,0.0923720851847796,0.0817,0.831,"PI_487903",149,149,0.000146904352801137,5.92171280913084e-05,5.27646578855109e-05,0.000561844438597697,0.000226479430006186,0.000201801573760141,8.67856942191524
"150",150,0.374241031850956,0.728219932700414,13.7,0.025837875974413,12.3499540510815,0.0890979580583741,0.0122,1.226,"PI_571543",150,150,0.00012911562775033,5.37730011405594e-05,4.8426284723442e-05,0.000590773820305584,0.000246040559664349,0.000221576440650506,8.3547156652556
"151",151,0.2705758189903,0.534939798182214,10.9,0.0242535760726526,8.92900202667992,0.0818658032742689,0.0639,0.669,"PI_488408",151,151,0.000144784194137225,5.66609295410347e-05,5.06129997945751e-05,0.000486637901953332,0.000190444516674526,0.000170116663482287,4.3447109354663
"152",152,0.314127465715711,0.584419804485789,10.2,0.0264992488990272,10.3662063686185,0.0751664517805886,0.0431,0.763,"PI_571676",152,152,0.00015084417982572,5.97872240419068e-05,5.31990673333674e-05,0.000553902532770631,0.000219539758593263,0.000195347929041961,3.06863896064859
"153",153,0.329942390539404,0.645004667612735,11,0.0286420251884846,10.8880988878003,0.0865105390301649,0.1275,0.965,"PI_571994",153,153,0.000129762287939069,5.42621491749121e-05,4.8823053022124e-05,0.000525885528748429,0.000219907335660372,0.000197864398520071,6.09103485775051
"154",154,0.292073705590311,0.57619199169174,12.7,0.0223715185906636,9.63843228448028,0.086773933944666,0.004,0.775,"PI_571550",154,154,NA,NA,NA,NA,NA,NA,NA
"155",155,0.231248915411244,0.454514153941635,8.2,0.0272274681134623,7.63121420857106,0.0683498007373337,0.066,0.481,"PI_571447",155,155,0.000155194057419008,5.96030403230435e-05,5.30070975101975e-05,0.00044320266989032,0.000170214163119869,0.000151377491705289,1.45665019519068
"156",156,0.286572766737208,0.555662298161641,9,0.0298988368249371,9.45690130232785,0.0820475530222955,0.0904,0.712,"PI_571853",156,156,NA,NA,NA,NA,NA,NA,NA
"157",157,0.190492327994993,0.42856131921587,8.3,0.0286830109904671,6.28624682383478,0.0805071279850133,0.0074,0.462,"PI_572073",157,157,0.000141427838020671,5.41362282154128e-05,4.87099727352463e-05,0.00038082700831347,0.000145774255770195,0.000131162813851989,2.40369172317996
"158",158,0.317152840179743,0.572589890558072,9.4,0.0271741542955668,10.4660437259315,0.0854357059023455,0.123,0.714,"PI_515087",158,158,0.000156584069800306,6.24608729150577e-05,5.52744778277007e-05,0.000563340689571461,0.000224714757152998,0.000198860346999989,5.62554462022751
"159",159,0.259772392434153,0.579497135388864,10.9,0.0293325452252028,8.57248895032705,0.0731228050112264,0.0603,0.844,"PI_571465",159,159,0.00011835071466978,4.86293963710328e-05,4.42737667744642e-05,0.000430925353557899,0.000177063906060598,0.000161204675897894,2.10826796244485
"160",160,0.347331897273568,0.647958902922415,11.3,0.0266041597919333,11.4619526100278,0.100541752560625,0.0027,0.94,"PI_498684",160,160,0.000147441052886913,5.93136027820075e-05,5.28788281990643e-05,0.000600268775938477,0.000241480259678863,0.000215282710307685,13.5384694237205
"161",161,0.293161507141752,0.552214515350757,10.3,0.0251507774960199,9.67432973567782,0.0827268119731825,0.0295,0.689,"PI_488492",161,161,0.000155636159898693,6.05503105457284e-05,5.37641519120518e-05,0.000540005512489083,0.000210089361616881,0.000186543656857806,5.1126992194035
"162",162,0.249139374258344,0.501462670679677,9,0.0280359218245926,8.22159935052535,0.0725631894058,0.0452,0.594,"PI_583344",162,162,0.000144243105133948,5.67035323497571e-05,5.07846726606006e-05,0.000454478706865137,0.000178660519219077,0.000160011477414645,1.77279335793417
"163",163,0.300136132096775,0.61597514911811,11,0.0287126379110305,9.90449235919357,0.0928060631091333,0.1722,0.909,"PI_234767",163,163,0.000123981604494367,5.21085552920704e-05,4.70503729905288e-05,0.00047984426894127,0.000201675012367221,0.000182098400187104,7.99015096801589
"164",164,0.306433380075047,0.580868728160518,10.3,0.0266442085519875,10.1123015424766,0.0824568867418402,0.0602,0.766,"PI_586784",164,164,0.000147907753102728,5.87234102553059e-05,5.23677494412277e-05,0.000539819792969008,0.000214323174420995,0.00019112688191526,4.85294869961066
"165",165,0.317654267908148,0.602125369307205,9.6,0.029632406395735,10.4825908409689,0.0902107188104487,0.1052,0.822,"PI_498703",165,165,0.000136196154937392,5.63512251527816e-05,5.05631706103717e-05,0.000515266183360372,0.000213191633240325,0.000191293887488837,6.55792650556897
"166",166,0.271163389321744,0.553078476007359,9.8,0.0287668455801648,8.94839184761755,0.0843465968576238,0.14,0.73,"PI_498686",166,166,0.00013029723762949,5.34513296693456e-05,4.81405990904564e-05,0.000452795220909206,0.000185748424646913,0.000167293133733568,4.38132790957456
"167",167,0.278117425456696,0.536425332278544,9.8,0.0263579496756988,9.17787504007098,0.0865527496009228,0.1322,0.661,"PI_583923",167,167,0.00014176402032923,5.66601696446039e-05,5.06615251176999e-05,0.000477809926810384,0.000190970822131588,0.000170752632102093,5.43362964775106
"168",168,0.244626774091784,0.457306893915618,7.7,0.0276207947823161,8.07268354502887,0.0784293108177336,0.1577,0.469,"PI_583926",168,168,0.000150871955367794,5.90412029175759e-05,5.25066583997866e-05,0.000433507021194964,0.000169645683600846,0.000150869689600722,2.86745771121259
"169",169,0.249777376261388,0.492495820563026,8.5,0.0285551110943104,8.2426534166258,0.0776164621546162,0.1266,0.567,"PI_583927",169,169,0.000149196123864837,5.87274648505124e-05,5.23393365038525e-05,0.000461678827061058,0.000181728763362627,0.000161961067488213,2.58616742536526
"170",170,0.243975303496827,0.485662048818094,9.9,0.0244128025577037,8.05118501539529,0.0754529816468569,0.0321,0.553,"PI_583928",170,170,0.000148218069443144,5.68743025362698e-05,5.07994761268057e-05,0.000452288128029155,0.00017355219862016,0.000155014837587452,2.64387724149594
"171",171,0.240691502312504,0.474053562000916,8.6,0.0271351232195828,7.94281957631262,0.0895267280874344,0.1771,0.524,"PI_583932",171,171,0.000141299564115026,5.61796253617969e-05,5.01657300280725e-05,0.00042087013055717,0.000167334743095346,0.000149421956668056,5.66019451566881
"172",172,0.325082885143187,0.644757870332756,11.4,0.028041665367506,10.7277352097252,0.0943477762274114,0.05,0.974,"PI_218180",172,172,0.000136433956162664,5.592713211807e-05,5.02012950957026e-05,0.000552712126356768,0.000226568260449472,0.00020337213211884,9.46814853179559
"173",173,0.297472937187728,0.546711060000234,9.3,0.0267997981518824,9.81660692719501,0.0889486325957796,0.0283,0.661,"PI_218186",173,173,0.000158211388821734,6.16155966023958e-05,5.46578620429635e-05,0.000543469869087868,0.000211654928691675,0.000187754505856607,6.8779177940585
"174",174,0.385965058954841,0.685205868422835,9.5,0.0314990325755783,12.7368469455098,0.112674581782064,0.1062,1.007,"PI_311229",174,174,0.000136161684255042,5.79456808485382e-05,5.19165418131829e-05,0.000586213555755046,0.000249472116893345,0.000223515012650738,24.899336487113
"175",175,0.309533965408194,0.567844974182373,9,0.028701223197131,10.2146208584704,0.0907017990800842,0.1325,0.712,"PI_476869",175,175,0.00014824453407858,5.99805764690955e-05,5.33694891504725e-05,0.000528917996457855,0.000214003211178125,0.000190415676698638,7.19519422385527
"176",176,0.33042441035892,0.587678676241884,10.2,0.0252210064591141,10.9040055418444,0.108598221877464,0.0218,0.742,"PI_503563",176,176,0.000161173384813183,6.29625655522182e-05,5.56741178796425e-05,0.000595131760235339,0.00023248889703134,0.000205576347556804,20.2919161942765
"177",177,0.352787705990249,0.624188513743212,10.7,0.0253645614722395,11.6419942976782,0.10766989780324,0.0355,0.834,"PI_503566",177,177,0.000153285820072221,6.11270444161839e-05,5.42609475419816e-05,0.000601170446547454,0.000239733672498144,0.000212805581419938,20.757428612969
"178",178,0.290434364080259,0.552790639154137,10.7,0.0245192780442876,9.58433401464855,0.0839096720802336,0.0239,0.696,"PI_508270",178,178,0.000147553155987909,5.76738245744484e-05,5.14656456426798e-05,0.000512494314177037,0.000200317688722773,0.000178754907617733,5.44383461647572
"179",179,0.287127603203875,0.54990398423234,10,0.0262776381028465,9.47521090572787,0.0983618899402566,0.0813,0.69,"PI_608619",179,179,0.000145575583614216,5.77393532833377e-05,5.15409557300383e-05,0.000502985278881244,0.000199498047630058,0.00017808166279024,10.1058842036664
"180",180,0.337100325374529,0.64525137049711,11,0.0280137313747801,11.1243107373595,0.0992128051648058,0.1625,0.952,"NSL_106891",180,180,NA,NA,NA,NA,NA,NA,NA
"181",181,0.292073705590311,0.569524164563087,10.7,0.025929949436708,9.63843228448028,0.0897670134728152,0.0153,0.751,"PI_540761",181,181,0.000141808866903096,5.62318872089181e-05,5.03741740052208e-05,0.000507452516909833,0.000201221639506185,0.00018026024708082,7.27010403093768
"182",182,0.278117425456696,0.552214515350757,9.8,0.0279690908055164,9.17787504007098,0.0832854221353251,0.1051,0.715,"PI_401757",182,182,0.000136630567097283,5.51450148305103e-05,4.94874149153845e-05,0.000474062450879462,0.000191334790155137,0.000171704807356703,4.26982332340844
"183",183,0.294245287204385,0.569803548521301,10.2,0.0270155158153839,9.71009447774471,0.0951191316480677,0.0311,0.747,"Ames_19097",183,183,0.00014615548708828,5.80027442799302e-05,5.18218527985828e-05,0.000523263139434356,0.000207660339494419,0.000185531627494168,9.53467988546275
"184",184,0.307987574559055,0.552790639154137,9.2,0.0266090287603349,10.1635899604488,0.0909292186645993,0.0485,0.662,"PI_213706",184,184,0.000159939827565053,6.2440468445965e-05,5.52831218708106e-05,0.000555516767423545,0.00021687360625299,0.000192014094439758,7.41503013018775
"185",185,0.206527297829192,0.420690262209844,8,0.0267703705475815,6.81540082836335,0.0736051762397647,0.0116,0.422,"PI_222609",185,185,0.000152753771673313,5.77282507858766e-05,5.15366950854669e-05,0.00040377020663244,0.000152591634844817,0.000136225651228535,1.90865937418359
"186",186,0.281530036869539,0.50933540740831,9.4,0.0242346138871033,9.29049121669478,0.0899211239433842,0.0212,0.566,"Ames_1903",186,186,NA,NA,NA,NA,NA,NA,NA
"187",187,0.339921297780407,0.649920932857136,11.1,0.0279278950519576,11.2174028267534,0.097644670519147,0.131,0.963,"PI_221881",187,187,0.000135352576505958,5.62713211022471e-05,5.0426425644617e-05,0.000552722215712627,0.000229788084450254,0.000205920023336488,11.4907142463802
"188",188,0.380566680377598,0.687987500435362,11.4,0.0269667386015582,12.5587004524607,0.100184447089007,0.0971,1.032,"PI_221888",188,188,0.000146149348561105,6.0025656944775e-05,5.34034889515325e-05,0.000631767528255496,0.000259476085889344,0.000230850089632958,15.6931286106992
"189",189,0.341323041037764,0.65114419938813,12.2,0.0253951769139644,11.2636603542462,0.0857179871974288,0.0599,0.966,"PI_596543",189,189,NA,NA,NA,NA,NA,NA,NA
"190",190,0.274082347369134,0.470346011886711,7.8,0.0251620082714843,9.04471746318142,0.0871875425135951,0.1304,0.458,"PI_401754",190,190,NA,NA,NA,NA,NA,NA,NA
"191",191,0.339921297780407,0.693746746233733,12.1,0.0292417725994484,11.2174028267534,0.0897714160240096,0.0462,1.15,"PI_360877",191,191,0.000124779057902253,5.26249975029307e-05,4.75796192054739e-05,0.000543904347148153,0.000229389173084852,0.000207396675023651,7.45197731709547
"192",192,0.316650618423356,0.605288921918734,10.2,0.0282978728917037,10.4494704079708,0.0910253537621686,0.149,0.836,"PI_275835",192,192,0.000139265029708017,5.73582482798346e-05,5.12840455938967e-05,0.000529644747786904,0.000218141589510053,0.000195040531359668,7.46610734962774
"193",193,0.208062837914404,0.455563437725013,9.3,0.0266129677215708,6.86607365117533,0.0828326761048374,0.0263,0.515,"PI_483312",193,193,0.00014047514123571,5.37663008351496e-05,4.83428411759194e-05,0.000402094569059637,0.000153900094878456,0.000138376040904869,3.46701955364325
"194",194,0.238031846064166,0.457306893915618,9.3,0.0235779621345648,7.85505092011747,0.0863494295461347,0.0253,0.479,"PI_401755",194,194,0.000161913812544759,6.06824076672852e-05,5.37469467636873e-05,0.000465234074785391,0.000174361429350168,0.000154433464675729,5.18148309308746
"195",195,0.23534213434058,0.476063692128332,8,0.030090194723469,7.76629043323914,0.0789296257890377,0.2493,0.538,"PI_586765",195,195,0.000134829442183682,5.48047769278356e-05,4.91144527174019e-05,0.000403301341489002,0.000163931851211624,0.000146910973943224,2.67881640073635
"196",196,0.294431983404187,0.5545,9.06331324962356,0.0286945854604126,9.954524552,0.0912750431682746,0.108090215260609,0.693601005597417,"cluster_1",196,196,0.00014733070346426,5.9264568632782e-05,5.28225141992737e-05,0.000513304038717551,0.000206479312979322,0.000184035026210812,7.46666755383262
"197",197,0.292536633014478,0.5545,9.10763931162252,0.028763037052996,9.80308419,0.0825728863293152,0.0480660640588793,0.697096062597417,"cluster_2",197,197,0.000147497892534992,5.86691162507141e-05,5.24126356139313e-05,0.000513886529829168,0.000204404741247886,0.000182606998459006,4.5489331726194
"198",198,0.29082630547085,0.5545,9.1475480462899,0.0288245214121714,10.19080487,0.088547349233657,0.0505013905274708,0.700230560597417,"cluster_3",198,198,0.000147608187863083,5.87634675809493e-05,5.24565793651296e-05,0.000514270801647804,0.000204733463759415,0.000182760099641829,6.06305948461087
"199",199,0.299002398586538,0.5545,8.95598763197724,0.02852813245311,10.44534349,0.0873927244673975,0.0427137406203482,0.685080247597417,"cluster_4",199,199,0.000150983050493278,5.99386965325346e-05,5.34073804823403e-05,0.000526028911651101,0.000208827992279826,0.000186072715695412,5.80586770379462
"200",200,0.293099929700609,0.5545,9.09447666268501,0.0287427281409084,7.81968,0.0848894804026364,0.0508659823681871,0.696059691597417,"cluster_5",200,200,0.000147307835269322,5.86406893646418e-05,5.23583214408731e-05,0.000513224365326033,0.000204305701230524,0.00018241776645417,4.14979324501355
"201",201,0.304336903132773,0.5545,8.82991893995353,0.0283313016312405,9.769734398,0.0826346389988795,0.0454501404980823,0.674968980597417,"cluster_6",201,201,0.000153369900358162,6.08734505520717e-05,5.41337680595114e-05,0.000534344759241925,0.000212084699823832,0.000188603469084006,4.58221565252043
"202",202,0.302541835254768,0.5545,8.87243880762636,0.0283978475600936,10.02844364,0.0892180694174125,0.125144180116313,0.678391395597417,"cluster_7",202,202,0.000146783424917833,5.91670170501622e-05,5.271644399705e-05,0.000511397305894188,0.000206139440704469,0.000183665474841622,6.82619377454406
"203",203,0.316620524629561,0.62138647,10.0824318607631,0.0302274242543081,9.920716519,0.0751377900459792,0.0557475840768769,0.898095223838888,"CONICO",203,203,0.000134184819730918,5.54250956100373e-05,4.98679164111551e-05,0.000523895958493967,0.000216395443593906,0.000194698624767758,2.54277515526249
"204",204,0.465481905387959,0.859417738,11.979858186077,0.0328831799586638,11.73968087,0.11437933611133,0.0554029544754701,1.63967714104888,"GORDO",204,204,0.000122313518783755,5.4567236377731e-05,4.93344646656405e-05,0.000660478434397482,0.000294656577707319,0.000266400233663524,23.3824718995473
"205",205,0.477767823499349,0.894420504,12.4397289970736,0.0334937104014618,11.4134055,0.112970161761618,0.0638271457014589,1.7961300280639,"JALA",205,205,0.000120474902566831,5.42685835888516e-05,4.90930687989279e-05,0.000677046034385237,0.000304979116211808,0.000275893707634895,19.7255417525406
"206",206,0.510700406150735,0.93915315,12.6753483536029,0.0338020488192326,13.40379719,0.115453419176554,0.0865342798184684,1.95153767217184,"NALTEL",206,206,0.000112705583095946,5.22662468232643e-05,4.74561365154242e-05,0.000665061363039339,0.000308416498973608,0.000280032647616587,25.0440638532236
"207",207,0.398954684919849,0.75082691,11.1045935042933,0.0316870874151413,11.62670478,0.0907781499885068,0.0305293969126656,1.27101364337472,"PALOME",207,207,0.000131398029125947,5.62696608515872e-05,5.06601892591847e-05,0.000619881319876822,0.000265456885995372,0.000238993729145606,7.78312156814507
"208",208,0.455336648679445,0.8270477,11.5214467950468,0.0322625324694775,13.18281721,0.101653880214754,0.0328368231664068,1.49752318459073,"REVENT",208,208,0.000124642792669667,5.50047193645321e-05,4.96701847850762e-05,0.000647705518888621,0.000285831691782989,0.000258110815077563,14.7564115579487
"209",209,0.436892790545299,0.817158705,11.6989375443289,0.0325043118671094,11.33038684,0.106731221407383,0.0583270564083607,1.49814083515921,"TABLON",209,209,0.000121524094241178,5.39746833039406e-05,4.88203285335415e-05,0.00062394839611787,0.000277125431699389,0.000250661120962537,15.5368630218106
"210",210,0.477726356013474,0.873869623,12.0249194165294,0.0329435277912955,12.333088,0.114885995928103,0.0494519239055989,1.68208927844326,"ZAPCHI",210,210,0.000123536708174464,5.51629088428375e-05,4.98191036508412e-05,0.000678301122804255,0.000302882143762512,0.000273540993950916,24.234754662654
"211",211,0.359191310993813,0.6831611,10.5049871509526,0.0308396178263587,10.14583333,0.101312757115295,0.264436756823031,1.06088659296235,"TBL_MT",211,211,0.000118832275853655,5.26647942141737e-05,4.75432364048287e-05,0.000510078962742693,0.000226059826026608,0.000204075908978392,11.4313438639946
"212",212,0.406364159344072,0.801566516,12.0057223431319,0.0329178324602859,11.21666667,0.102395011651306,0.180231180669803,1.49972423193079,"TBL_WT",212,212,0.00011159915961906,5.06296252166355e-05,4.60406634296098e-05,0.000562056998209145,0.000254990586549686,0.000231878780907812,12.4034489861856
"213",213,0.234664889384407,0.4846779,8.82635931164025,0.0283257231875746,7,0.0825169706507982,0.0265486768850195,0.564999908091992,"AMES19907_obs",213,213,0.000139279361337897,5.44455530931096e-05,4.89723024999466e-05,0.000424150372304904,0.000165804189457504,0.000149136384159516,3.16566250935894
"214",214,0.293400878936003,0.5545,9.08744051680391,0.0287318657636536,8.933722,0.0868984669982786,0.0353569186207801,0.695505178597417,"AMES19907_pred",214,214,0.000148413252342748,5.88584422157473e-05,5.25633831744889e-05,0.000517075667430179,0.000205064357880405,0.000183132206917539,5.12637526076084
"215",215,0.252943248818667,0.6489407,12.0219453667145,0.0329395483927038,8.833333,0.0711391594208835,0.00980392012209244,1.12200016554728,"PI629263_obs",215,215,9.911691301724e-05,4.24646142297493e-05,3.92125112084333e-05,0.000404140755327393,0.000173145841078729,0.00015988566850648,1.50388356914475
"216",216,0.304075993963395,0.5545,8.83610531209985,0.0283409938192659,9.619483,0.0857975894684394,0.0406135494994577,0.675467678597417,"PI629263_pred",216,216,0.000153367811751252,6.09107923859927e-05,5.41707533290466e-05,0.000534337482480619,0.000212214799753542,0.000188732326734035,5.40998750693253
"217",217,0.210345131104922,0.446031029038193,7.5,0.0314247863911028,6.94138932646243,0.080124600964244,0.195,0.486,"NSL_6547",217,1,0.000128250134358962,5.20640116927956e-05,4.69365974092014e-05,0.00035942043829192,0.000145909164114279,0.00013153960810309,2.42343415847324
"218",218,0.305913560565782,0.557948983947231,8,0.0315044279226811,10.0951474986708,0.0840412954997847,0.0073,0.684,"PI_217404",218,2,0.000153282189715072,6.0995445926739e-05,5.4417375254223e-05,0.000537360890885746,0.000213831543143352,0.000190770821454399,4.38977591779852
"219",219,0.276395319577068,0.552790639154137,10,0.0276395319577068,9.12104554604326,0.0851989846112716,0.0913,0.72,"PI_490825",219,3,0.000137512389427031,5.52702434315034e-05,4.95994797571687e-05,0.000477619860032181,0.000191969363936528,0.000172273179733078,4.80830473996656
"220",220,0.274082347369134,0.539679113787229,10.8,0.0245922931868606,9.04471746318142,0.0887874473834955,0.0687,0.679,"PI_516002",220,4,0.000143185463589995,5.64180439218082e-05,5.04334994082662e-05,0.000485528143809171,0.000191308163942794,0.000171015148741729,6.47828481314269
"221",221,0.347331897273568,0.659884781078808,10.7,0.0292105498883401,11.4619526100278,0.089431806457767,0.1109,0.989,"PI_516008",221,5,0.000130848551448098,5.5036748916346e-05,4.95035312755808e-05,0.000542521432569972,0.000228192177411559,0.000205250470163236,7.22173417493951
"222",222,0.321637549129034,0.563907418197001,9.3,0.0260505235556953,10.6140391212581,0.0929353557062553,0.1551,0.674,"PI_516018",222,6,NA,NA,NA,NA,NA,NA,NA
"223",223,0.164488116061989,0.370823233942262,8.3,0.0248596527566595,5.42810783004562,0.0612619501324817,0.0075,0.347,"PI_516025",223,7,0.000149426859914598,5.51155608542435e-05,4.93700995072537e-05,0.000348157275890418,0.000128416561367568,0.000115029917410485,0.575128658525981
"224",224,0.363015554597994,0.654070704917301,11.2,0.0259870669927952,11.9795133017338,0.0886852372405999,0.0068,0.93,"PI_516049",224,8,0.000153037756515494,6.11946990529792e-05,5.43622885181042e-05,0.000628931224745282,0.000251488638487801,0.000223409840003674,8.23317861279199
"225",225,0.31362039925807,0.575639289414236,9.8,0.0267366214445067,10.3494731755163,0.0830022664245856,0.072,0.732,"PI_516052",225,9,NA,NA,NA,NA,NA,NA,NA
"226",226,0.296937431916069,0.563625111586969,10.7,0.0249240822122337,9.79893525323027,0.0875571508748042,0.0217,0.721,"PI_516060",226,10,0.000146268156470843,5.74886535340895e-05,5.13240538527875e-05,0.000517988347775653,0.000203588076711051,0.000181757003696519,6.89154872257242
"227",227,0.267618617422916,0.500191533855242,8.8,0.0264287405036734,8.83141437495622,0.0898532813089442,0.0632,0.561,"PI_516061",227,11,0.000153300401951726,5.95363338716388e-05,5.29543719549539e-05,0.000481791904814319,0.000187110557679495,0.000166424793461776,6.37875352943317
"228",228,0.21704806646271,0.473045293800926,9.7,0.0263914667358986,7.16258619326943,0.0884395383558856,0.0139,0.555,"PI_516074",228,12,0.000133305143461317,5.17231362619794e-05,4.67025226190209e-05,0.000396213711800475,0.000153733121410034,0.000138810696698268,4.66562689754605
"229",229,0.328492087296338,0.575362739175159,9,0.0274300724309801,10.8402388807792,0.0975389648924952,0.0771,0.702,"PI_492020",229,13,0.000158595578160391,6.28011029662656e-05,5.55855166343565e-05,0.000573340573020992,0.000227032939875631,0.000200947796454827,11.5203146064804
"230",230,0.302775902642419,0.545545363450047,8.8,0.0275874387281396,9.99160478719983,0.0814027557499702,0.1571,0.647,"Ames_16950",230,14,0.000150086555349182,6.03036307451982e-05,5.35467471593809e-05,0.00051446108299419,0.00020670653083801,0.000183545537908711,4.30144743976419
"231",231,0.259772392434153,0.463529042427827,8.2,0.0248483719504481,8.57248895032705,0.092010845212891,0.0729,0.462,"PI_240318",231,15,0.000172378736994009,6.49825096797565e-05,5.7119072415776e-05,0.000502042533781788,0.000189257586985675,0.000166355806655424,7.71577426156275
"232",232,0.282658418293408,0.547292977205945,10.1,0.0262014414764888,9.32772780368248,0.0834357578920487,0.0351,0.69,"PI_471893",232,16,0.000147886177359487,5.81666673844282e-05,5.19160211599317e-05,0.000508542585748954,0.000200020231533687,0.000178525864376705,4.72674561204111
"233",233,0.267618617422916,0.539973939875206,10.2,0.0267015022012049,8.83141437495622,0.0874133698282769,0.0173,0.691,"PI_235282",233,17,0.000143167159032109,5.62255895906071e-05,5.03682956944183e-05,0.000485731284379096,0.000190759724726341,0.000170887353811001,5.69096159129482
"234",234,0.301194816626018,0.57175541371355,9.8,0.0276082241926054,9.93942894865858,0.0898348024840476,0.1207,0.742,"PI_485717",234,18,0.00014060985343669,5.69629393976584e-05,5.09366794040415e-05,0.000505133195124682,0.000204636239056948,0.000182987230180068,7.1191201180326
"235",235,0.321142340907499,0.625207597709509,10,0.030406525680201,10.5976972499475,0.0917061212173626,0.1443,0.904,"PI_485104",235,19,0.000130627775420083,5.48182866430328e-05,4.93230024311865e-05,0.000513144462106788,0.000215342411846127,0.000193755313298797,7.69302968661634
"236",236,0.280397114620312,0.53195628468643,9.5,0.0264799126385387,9.25310478247029,0.0901026003940306,0.0115,0.642,"NSL_6549",236,20,NA,NA,NA,NA,NA,NA,NA
"237",237,0.369102467191243,0.686134332085071,11.8,0.0268671071943922,12.180381417311,0.101728399694615,0.0367,1.051,"PI_583917",237,21,0.000138318306033076,5.69457612482072e-05,5.09833160088718e-05,0.00059630531531996,0.000245499392604817,0.000219794640352648,15.2591422032586
"238",238,0.293161507141752,0.530158117452036,9.3,0.0254835064849768,9.67432973567782,0.0917771576692239,0.0523,0.613,"PI_467154",238,22,0.000163014452950386,6.28720722508259e-05,5.55584598987338e-05,0.000543014460089685,0.000209432008942131,0.000185069768718651,8.41822768577899
"239",239,0.278117425456696,0.534939798182214,8.8,0.0291843605369906,9.17787504007098,0.0832854221353251,0.2151,0.656,"PI_467167",239,23,0.000136172566000709,5.60419777223874e-05,5.01782002529182e-05,0.000457693135753336,0.000188364141698296,0.00016865524749014,4.13108997776144
"240",240,0.283220923164789,0.537610804071944,10.2,0.0249401844026623,9.34629046443803,0.0904088713362789,0.0237,0.656,"PI_467168",240,24,0.000154300838459534,5.97525992896983e-05,5.31063502208071e-05,0.000521214083720341,0.000201838801393528,0.000179388381465786,7.12822704101256
"241",241,0.310047715081896,0.568405255496945,9.7,0.0266347979809329,10.2315745977026,0.0856859917322653,0.1562,0.713,"PI_467171",241,25,0.000145712623703888,5.88850041793764e-05,5.24141763372575e-05,0.00052039741585479,0.000210301641879834,0.000187191756120567,5.8035549152364
"242",242,0.322131996076012,0.59867932304611,11,0.0251406660881907,10.6303558705084,0.0978872552344884,0.0225,0.8,"PI_467177",242,26,NA,NA,NA,NA,NA,NA,NA
"243",243,0.279259596281003,0.53165701249133,9.9,0.0254946885060936,9.2155666772731,0.0805829135077113,0.0367,0.643,"PI_467262",243,27,0.000149850614877216,5.85246086752409e-05,5.21483431613223e-05,0.000500575908469326,0.000195501427734714,0.000174201515786494,4.14226393764814
"244",244,0.298541066072092,0.548164694738268,9.1,0.027431167985294,9.85185518037905,0.0880585793916182,0.0188,0.663,"PI_467280",244,28,0.000156857606443703,6.13710478861769e-05,5.4497698599608e-05,0.000540252161090221,0.00021137541239212,0.00018770208286615,6.54053687098579
"245",245,0.241351836893017,0.460082682039023,8.9,0.0245764994546074,7.96461061746957,0.0848162451211652,0.0259,0.482,"PI_48543",245,29,0.000159480800440082,6.03702466730031e-05,5.35742100183331e-05,0.000461024665491144,0.000174517388307791,0.000154871509200469,4.63594666695348
"246",246,0.271163389321744,0.523207895695449,9.3,0.0271015598251296,8.94839184761755,0.0817770597256637,0.0329,0.629,"PI_485690",246,30,0.000152643763028499,5.94202829653747e-05,5.29475348449448e-05,0.000501802963160639,0.000195338960939411,0.000174060370041348,3.93585776548333
"247",247,0.306952319278422,0.594142797463559,10.7,0.0268402316060876,10.1294265361879,0.087564394173308,0.0679,0.813,"PI_467216",247,31,0.000137351328307894,5.55101984736681e-05,4.97918274483388e-05,0.000512747520440308,0.000207225637910973,0.000185878333881829,6.50191892988705
"248",248,0.350070430314757,0.673728356014563,12,0.0269714938083171,11.552324200387,0.0915223517776201,0.111,1.041,"PI_467225",248,32,0.000133132891722895,5.54881069317798e-05,4.97701341131766e-05,0.000563572846242927,0.000234890040706577,0.000210684946274862,9.45633756742026
"249",249,0.283220923164789,0.53165701249133,10,0.0248436089326541,9.34629046443803,0.0825316303824369,0,0.636,"PI_467230",249,33,0.000155625393740281,5.99845907325038e-05,5.33163114953675e-05,0.000519866554543465,0.000200378497109852,0.000178103113456661,4.5603210511823
"250",250,0.23534213434058,0.45973662506487,8.7,0.0257924701981943,7.76629043323914,0.093215080782574,0.0071,0.49,"PI_48533",250,34,0.000151514753259726,5.77960520684763e-05,5.15795957886854e-05,0.00043766709319825,0.000166950277533591,0.000148993357224278,7.00612222774703
"251",251,0.227081926981814,0.413824502376164,7.3,0.0255811747115547,7.49370359039987,0.0824397753370912,0.083,0.376,"PI_485711",251,35,0.000176521342439654,6.58066787238553e-05,5.77094169199646e-05,0.000458979503085142,0.000171106316567269,0.000150052334381684,3.49847465422687
"252",252,0.325082885143187,0.625207597709509,10.6,0.0283136521288983,10.7277352097252,0.0857821409930666,0.1062,0.897,"PI_444266",252,36,0.0001310917299554,5.44110523901211e-05,4.89480408955446e-05,0.000514967012477119,0.000213742675488451,0.0001922823537012,5.96320480353669
